idIgreja,NomeIgreja,Cidade,UF,vocativo,NomeSecretárioConselho,EmailSecretárioConselho,Classe,Obs,Endereço,Coords,LocalizadorCurto
390,Igreja Cristã Evangélica da Aliança - Guará,Brasília,DF,a,,,2.Igreja evangélica não IPB,,,,
391,"Emelle Community Church (Emelle, Alabama)",,,,,,,,,,
392,"Catedral das Assembleias de Deus, no bairro Antonia (RJ)",Rio de Janeiro,RJ,a,,,2.Igreja evangélica não IPB,,,,
393,Igreja Presbiteriana Independente de Brasília,Brasília,DF,a,,,2.Igreja evangélica não IPB,,,,
394,Igreja Pentecostal Primeiro Amor (IPPA),Brasília,DF,a,,,2.Igreja evangélica não IPB,,,,
395,Assembleia de Deus - Catedral Baleia,Brasília,DF,a,,,2.Igreja evangélica não IPB,,,,
396,Igreja Paz e Vida,Brasília,DF,a,,,2.Igreja evangélica não IPB,,,,
397,Igreja Batista Vértice,Brasília,DF,a,Pastor Pedro Felizola (61 9-9846-4212),,2.Igreja evangélica não IPB,,,,
398,9ª Igreja Presbiteriana de Volta Redonda,Volta Redonda,RJ,a,,,1.Igreja filiada à IPB,,,,
399,Igreja Presbiteriana Jardim Maguari,Belém,PA,a,Rev. Paulo Miguel Braga,,1.Igreja filiada à IPB,091 9-8060-0099,,,
400,Igreja Presbiteriana Central do Pará,Belém,PA,a,Rev. Rafael,,1.Igreja filiada à IPB,091 9-9129-0620,,,
401,Igreja Batista Regular da Pituba,Salvador,BA,a,,,2.Igreja evangélica não IPB,,,,
402,Primeira Igreja Presbitreriana de Caeté,Caeté,MG,a,,,1.Igreja filiada à IPB,,,,
403,Igreja de Cristo (em Anápolis),Anápolis,GO,a,,,2.Igreja evangélica não IPB,,,,
404,Igreja Presbiteriana de Vila Formosa,Anápolis,GO,a,,,1.Igreja filiada à IPB,,,,
405,Igreja Cristã Maranata em Águas Claras,Brasília,DF,a,,,2.Igreja evangélica não IPB,,,,
406,Assembleia de Deus Remissão,Brasília,DF,a,,,2.Igreja evangélica não IPB,,,,
407,"Igreja de Nova Vida em Amendoeira, São Gonçalo-RJ",São Gonçalo,RJ,a,,,2.Igreja evangélica não IPB,,,,
408,Igreja de Nova Vida em Ceilândia Sul,Brasília,DF,a,,,2.Igreja evangélica não IPB,,,,
409,Igreja Presbiteriana de Ribeirão Preto,Ribeirão Presto,SP,a,,,1.Igreja filiada à IPB,,,,
410,Igreja Presbiteriana Esperança,Brasília,DF,a,Rev. Carlos Mendes,,1.Igreja filiada à IPB,,,,
411,Igreja Cristã Semear,Brasília,DF,a,,,2.Igreja evangélica não IPB,,,,
412,Igreja Batista Rio de Vida (em Vicente Pires),Brasília,DF,a,,,2.Igreja evangélica não IPB,,,,
413,Igreja Presbiteriana Renovada Central (Vicente Pires),Brasília,DF,a,,,2.Igreja evangélica não IPB,,,,
414,Igreja Presbiteriana de Cohama,São Luíz,MA,a,Rev. Paulo Ricardo (98 9-8486-5663),prpripb@gmail.com,1.Igreja filiada à IPB,,,,
415,Tabernáculo da Fé,Brasília,DF,a,,,3.outra origem,,,,
416,Igreja Batista Luz do Mundo,Brasília,DF,a,,,2.Igreja evangélica não IPB,,,,
417,Igreja Cristã Maranata (Sudoeste),Brasília,DF,a,,,2.Igreja evangélica não IPB,,,,
418,Igreja Batista Alfa,Brasília,DF,a,,,2.Igreja evangélica não IPB,,,,
419,Igreja Assembleia de Deus de Anápolis- Matriz,Anápolis,GO,a,,,2.Igreja evangélica não IPB,,,,
420,Igreja Batista Regular Maranata,Brasília,DF,a,,,2.Igreja evangélica não IPB,,,,
421,Igreja Presbiteriana Independente do Setor P Sul (Ceilândia),Brasília,DF,a,Rev. Israel Alves Madeiro e Presb. Nilton,ipipsul2005@gmail.com,2.Igreja evangélica não IPB,,,,
422,Igreja Batista Reformada de Águas Claras,Brasília,DF,a,,,2.Igreja evangélica não IPB,,,,
423,Igreja Presbiteriana San Andres (Buenos Aires),Buenos Aires,AR,a,Pastor Gerardo Muniello,secretaria@sanandres.org.ar,2.Igreja evangélica não IPB,,,,
424,Primeira Igreja Presbiteriana de Vitória,Vitória,ES,a,Rev. Jailto Lima do Nascimento e Presb. Roberto Esteves,revjnascimento@gmail.com,1.Igreja filiada à IPB,,,,
425,Igreja Evangélica Betel Brasileiro do Guará II,Brasília,DF,a,,,2.Igreja evangélica não IPB,,,,
426,Igreja Internacional da Reconciliação (IIR),Brasília,DF,a,,,2.Igreja evangélica não IPB,https://iirbrasil.com.br/,,,
427,Terceira Igreja Presbiteriana de Águas Lindas de Goias-GO,Águas Lindas,GO,a,Rev. Rogério Pereira Balbino,rogeriobalbino@yahoo.com.br,1.Igreja filiada à IPB,061 9-9638-1986,,,
428,Assembleia de Deus 6/8 Ceilândia Norte,Brasília,DF,a,,,2.Igreja evangélica não IPB,,,,
429,Igreja Oceano da Graça,Brasília,DF,a,,,2.Igreja evangélica não IPB,,,,
430,Igreja Cristã Maranata (Lago Sul),Brasília,DF,a,,,2.Igreja evangélica não IPB,,,,
431,Missão Evangélica Hosana,Brasília,DF,a,,,2.Igreja evangélica não IPB,,,,
432,Comunidade Cristã Pai,Brasília,DF,,,,2.Igreja evangélica não IPB,https://www.instagram.com/comunidadecristapai/,,,
433,Igreja do Nazareno (Ponta Negra - Natal/RN),Natal,RN,a,,,2.Igreja evangélica não IPB,,,,
434,Igreja Batista Vida Nova,Brasília,DF,a,,,2.Igreja evangélica não IPB,"Taguatinga, QI23",,,
435,"Fellowship Baptist Church (Edmonton/AB, Canada)",Edmonton,AB/CA,a,Pastor Jason Hagen,jason@fellowshipedmonton.com,2.Igreja evangélica não IPB,,"Fellowship Baptist Church Light, Life, and Love in Christ Jason Hagen Lead Pastor 14323 - 107A Ave NW Edmonton, AB, T5N IG2 780-454-8733 jason@fellowshipedmonton.com",,
436,Igreja Presbiteriana Renovada do Guará II,Brasília,DF,a,,,2.Igreja evangélica não IPB,,,,
437,Igreja Presbiteriana Central de Altamira,Altamira,PA,a,Rev. Vanderlei Machado Cruz,vanderlei.cruz@hotmail.com;ipcaltamira@gmail.com,1.Igreja filiada à IPB,93991776840,,,
438,Assembleia de Deus - Ministério Kairós,Brasília,DF,a,,,2.Igreja evangélica não IPB,,,,
439,Igreja do Reino de Cristo (Goiânia),Goinânia,GO,a,,,2.Igreja evangélica não IPB,,,,
440,Primeira Igreja Batista do Guará,Brasília,DF,a,,,2.Igreja evangélica não IPB,,,,
441,Primeira Igreja Batista de Brasília,Brasília,DF,a,,,2.Igreja evangélica não IPB,,,,
442,Ministério Internacional Cristo Vivo,Brasília,DF,a,,,2.Igreja evangélica não IPB,,,,
443,Igreja Presbiteriana de Piçarreira,Teresina,PI,a,,,1.Igreja filiada à IPB,,,,
444,Igreja Cristã Evangélica de Sobradinho,Brasília,DF,a,,,2.Igreja evangélica não IPB,,,,
445,Igreja Batista Reformada do Riacho Fundo - IBRRF,Brasília,DF,a,,,2.Igreja evangélica não IPB,,,,
446,Segunda Igreja Presbiteriana em São José,São José,SC,a,Rev. Sebastião Ferreira,sebastianfer777@gmail.com,1.Igreja filiada à IPB,,,,
447,Igreja Presbiteriana do Vale do Jatobá,Belo Horizonte,MG,a,,,1.Igreja filiada à IPB,,,,
448,70x7 Church,Brasília,DF,a,,,4.Igreja neopentecostal,,,,
449,Igreja Presbiteriana do Jóquei,Teresina,PI,a,Rev. Leonardo Oliveira,prleonardooliveira@gmail.com,1.Igreja filiada à IPB,Rev. Leonardo (86) 9-8839-6301,,,
450,Igreja Reformada em Blumenau,Blumenau,SC,a,Pr. Alberto M. Oliveira,,2.Igreja evangélica não IPB,(47) 9-8409-2256,,,
451,Igreja Presbiteriana de Cachoeira do Sul,Cachoeira do Sul,RS,a,Rev. Anderson Darcy Vieira de Moraes e Presb Alexandre,alexandre.agne@gmail.com,1.Igreja filiada à IPB,,,,
452,Presbitério do Rio Grande do Sul (PRGS),Porto Alegre,RS,a,,,1.Igreja filiada à IPB,,,,
453,Phoenix United Reformed Church – PURC,PHOENIX,AZ/US,,,,,,,,
454,Igreja do Evangelho Quadrangular em Brasília,Brasília,DF,a,,,2.Igreja evangélica não IPB,,,,
455,"Assembleia de Deus Campo de Missões, em Taguatinga",Brasília,DF,a,,,2.Igreja evangélica não IPB,,,,
456,Igreja Evangélica Missionária Graça de Cristo,Brasília,DF,a,,,2.Igreja evangélica não IPB,,,,
457,Primeira Igreja Presbiteriana de Parauapebas,Parauapebas,PA,a,Rev. Dorisvan Ferreira da Cunha e Presb. Denis Vieria (91) 9-8146-2836,contato@ipbdeparauapebas.com.br,1.Igreja filiada à IPB,,,,
458,Igreja Pentecostal Eliel,Brasilia,DF,a,,,2.Igreja evangélica não IPB,,,,
459,Igreja Presbiteriana de Canoas/RS,Canoas,RS,a,Rev. Daniel Alves,ipcanoas@ipb.org.br,1.Igreja filiada à IPB,,,,
460,Igreja Presbiteriana em Girassol (Cocalzinho),Cocalzinho,GO,a,,,1.Igreja filiada à IPB,,,,
461,Igreja Jeová Shamá,,,,,,2.Igreja evangélica não IPB,,,,
462,Comunidade das Nações de Águas Claras,Brasília,DF,a,,,2.Igreja evangélica não IPB,,,,
463,Comunidade Evangélica Cristo Vive (Santa Maria),Brasília,DF,a,,,2.Igreja evangélica não IPB,,,,
464,Igreja Cristã Evangélica da Aliança das Igrejas Cristãs Cristãs Evangélicas do Brasil (AICEB),São Luís,MA,a,,,2.Igreja evangélica não IPB,,,,
465,Igreja Presbiteriana de Formosa,Formosa,GO,a,Rev. Juvenal Camelo de Melo,reformando@ymail.com,1.Igreja filiada à IPB,Rev. Juvenal: 61 9-9655-6514,,,
466,Igreja Cristã Reformada da Comunhão,Brasília,DF,a,,,2.Igreja evangélica não IPB,,,,
467,Igreja Batista do Calhau,São Luís,MA,a,,,2.Igreja evangélica não IPB,,,,
468,Igreja Evangélica Deus Emanuel - IEDE,Brasília,DF,,,,2.Igreja evangélica não IPB,,,,
469,Igreja Batista da Lagoinha (IBL),Brasília,DF,a,,,2.Igreja evangélica não IPB,,,,
470,Igreja Presbiteriana do Sol Nascente,Brasília,DF,a,Rev. William Freitas,williamfreitas0281@gmail.com,1.Igreja filiada à IPB,,,,
471,Igreja Presbiteriana Independente de Avaré,Avaré,SP,a,,,2.Igreja evangélica não IPB,,,,
472,Igreja Presbiteriana de Ponta D´Areia (Caxambi),Rio de Janeiro,RJ,a,,,1.Igreja filiada à IPB,,,,
473,Quinta Igreja Presbiteriana de Unaí,Unaí,MG,a,,,1.Igreja filiada à IPB,,,,
474,Igreja Presbiteriana Ebenezer (em Sobradinho),Brasília,DF,a,,,1.Igreja filiada à IPB,,,,
475,Igreja Presbiteriana Boas Novas Setor de Mansões de Sobradinho,Brasília,DF,a,,,1.Igreja filiada à IPB,,,,
476,Comunhão Espírita de Brasília,Brasília,DF,a,,,3.outra origem,,,,
